Genes,ProtDesc,X5_vs_X5H,Diff_Abund,negLog10_sca_adjPval,sca.t,sca.P.Value,AveExpr,count,sca.adj.pval,P.Value,adj.P.Val,logFC
GSKIP,GSK3B-interacting protein,0.15,Non-significant,0.311,0.925038922352937,0.375524950454817,16.59,3,0.489207646816634,0.360597433298038,0.472989362186763,0.15
ATP6V0A1,V-type proton ATPase 116 kDa subunit a1;V-type proton ATPase 116 kDa subunit a1;V-type proton ATPase 116 kDa subunit a2,-0.13,Non-significant,0.31,-0.924013727611787,0.376034488198255,17.77,1,0.489763607014984,0.18878993448623901,0.283808445720293,-0.13
SCARB1,Scavenger receptor class B member 1,0.1,Non-significant,0.31,0.923464543457749,0.376307642439939,19.67,5,0.490011514154296,0.371336620283858,0.483113188702636,0.1
DDX39A,ATP-dependent RNA helicase DDX39A;ATP-dependent RNA helicase DDX39A;Spliceosome RNA helicase DDX39B,0.06,Non-significant,0.308,0.920834306537004,0.377617820340481,20.21,13,0.491609382388256,0.419381206391066,0.532049442156076,0.06
PGS1,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial",-0.18,Non-significant,0.307,-0.917478293015701,0.379294197704161,15.88,1,0.493683186936982,0.318730450698306,0.427632467412592,-0.18
TRAPPC11,Trafficking protein particle complex subunit 11,-0.11,Non-significant,0.306,-0.916843988184659,0.379611631082176,15.53,6,0.49398768883071,0.390760192346695,0.503183472930445,-0.11
DTYMK,Thymidylate kinase,-0.05,Non-significant,0.306,-0.91560856124628,0.380230429247153,20.17,15,0.494358042156757,0.44331707437638,0.55480269227687,-0.05
GPATCH1,G patch domain-containing protein 1,0.25,Non-significant,0.306,0.91571483010651,0.380177173593636,15.18,2,0.494358042156757,0.380088040599589,0.492118366789446,0.25
HNRNPH1,Heterogeneous nuclear ribonucleoprotein H3;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein F,-0.11,Non-significant,0.306,-0.915812411478676,0.38012827622261,21.6,2,0.494358042156757,0.231044258127185,0.332544119518014,-0.11
PRPF38A,Pre-mRNA-splicing factor 38A,0.06,Non-significant,0.306,0.915747328675075,0.380160888286788,17.52,8,0.494358042156757,0.394894288957286,0.506742465356812,0.06
ZC3HAV1,Zinc finger CCCH-type antiviral protein 1,0.06,Non-significant,0.306,0.915061385691709,0.380504724394357,17.37,16,0.494605987311382,0.434412542702275,0.547596722447669,0.06
ARFIP2,Arfaptin-2,0.14,Non-significant,0.306,0.914765095241694,0.380653310802319,17.24,5,0.494690454649094,0.390176238861677,0.502540880571298,0.14
YIF1A,Protein YIF1A,-0.13,Non-significant,0.305,-0.913421194738237,0.38132777503031,16.75,3,0.495458156533672,0.350135667094465,0.46182629117208,-0.13
FERMT1,Fermitin family homolog 2;Fermitin family homolog 1,0.12,Non-significant,0.305,0.912938494237428,0.38157023339813,17.55,5,0.495664340508613,0.385175266723492,0.497398964033806,0.12
CCAR1,Cell division cycle and apoptosis regulator protein 1,-0.05,Non-significant,0.304,-0.910550130686197,0.382771493520912,19.07,16,0.497115655654793,0.439511494107687,0.551603490771317,-0.05
PSMB10,Proteasome subunit beta type-10,0.27,Non-significant,0.303,0.908963346657733,0.383571055858788,14.48,1,0.49804475258206,0.373601194190652,0.485632308002216,0.27
POMGNT2,"Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2",-0.19,Non-significant,0.303,-0.908549770487682,0.383779644646944,16.61,4,0.498206265330401,0.394865537544736,0.506742465356812,-0.19
BRI3BP,BRI3-binding protein,-0.22,Non-significant,0.302,-0.908134866500408,0.383988983099392,19.08,2,0.498368680192827,0.376567146156105,0.488521772375723,-0.22
RAPGEF2,Rap guanine nucleotide exchange factor 6;Rap guanine nucleotide exchange factor 2,0.16,Non-significant,0.302,0.907321765355482,0.384399462934368,14.59,2,0.498792022408478,0.349606651376422,0.461437108229821,0.16
CDK11B,Cyclin-dependent kinase 11B,0.04,Non-significant,0.302,0.90707370863081,0.384524751257053,18.42,13,0.498845199120364,0.451956668570136,0.562521583493794,0.04
TBC1D10B,TBC1 domain family member 10B,0.19,Non-significant,0.302,0.90687624233997,0.384624507865441,17.08,3,0.498865237404607,0.386121442261476,0.498403266549117,0.19
KARS1,Lysine--tRNA ligase,0.04,Non-significant,0.301,0.905658321799125,0.385240181636484,20.2,23,0.499554274543738,0.485000335011537,0.591212810519832,0.04
HERPUD1,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein,-0.16,Non-significant,0.301,-0.903957208574841,0.38610127045194,17.75,2,0.500561178191089,0.348879086874224,0.460785168980978,-0.16
APOD,Apolipoprotein D,0.68,Non-significant,0.3,0.903080682395504,0.386545486039577,14.11,1,0.501027303591715,0.405759163626058,0.517988559045391,0.68
SF3B1,Splicing factor 3B subunit 1,0.02,Non-significant,0.299,0.900737551758457,0.387734718513099,21.21,42,0.502458679247045,0.581878300422115,0.678151251447243,0.02
CBX4,E3 SUMO-protein ligase CBX4,-0.19,Non-significant,0.299,-0.900134182725443,0.38804136596613,15.48,2,0.502745951920647,0.370400037267813,0.482425054042186,-0.19
P2RX4,P2X purinoceptor 4,0.13,Non-significant,0.299,0.899756243597449,0.388233530488251,17.19,3,0.502884807333402,0.362320054888197,0.474617614517038,0.13
ASGR1,Asialoglycoprotein receptor 1,-0.05,Non-significant,0.298,-0.899286928836291,0.388472247771359,21.2,25,0.503083889267483,0.460100133399097,0.568828351300138,-0.05
MPP1,55 kDa erythrocyte membrane protein,0.1,Non-significant,0.298,0.897974066362203,0.389140580402677,17.63,6,0.503839127843029,0.396078542348587,0.507821611067517,0.1
LARS1,"Leucine--tRNA ligase, cytoplasmic",0.03,Non-significant,0.298,0.897702385698598,0.389278983707158,20.06,37,0.503908060948425,0.557882220833201,0.656407579727397,0.03
MZT2B,Mitotic-spindle organizing protein 2B;Mitotic-spindle organizing protein 2B,0.17,Non-significant,0.297,0.896977554763432,0.389648405054942,14.78,2,0.504275943287422,0.362745978207469,0.474916915119398,0.17
BCL2L11,Bcl-2-like protein 11,-0.29,Non-significant,0.297,-0.896577811398969,0.389852245023145,15.43,2,0.504429419156341,0.397503511140801,0.509207247330617,-0.29
MTX3,Metaxin-3,0.15,Non-significant,0.297,0.895808711104221,0.390244639162257,16.06,5,0.50482674462682,0.40268014301559,0.515058021232867,0.15
PRXL2B,Prostamide/prostaglandin F synthase,-0.59,Non-significant,0.296,-0.89426066822654,0.391035283157785,13.2,1,0.505738966217402,0.40876316236658,0.521036542809792,-0.59
TLCD3A,TLC domain-containing protein 3A,-0.21,Non-significant,0.296,-0.893606255708361,0.39136985153203,16.47,1,0.506061060208703,0.360094381148767,0.472539022678477,-0.21
DDX3X,ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y,0.06,Non-significant,0.296,0.893155856821316,0.391600233656402,19.62,21,0.50624832478587,0.45112762552583,0.561607860348483,0.06
METTL9,Methyltransferase-like protein 9,-0.19,Non-significant,0.295,-0.891372742712019,0.392513234820818,16.03,2,0.50731778296959,0.378051798534208,0.490018070520681,-0.19
E2F4,Transcription factor E2F4,0.15,Non-significant,0.294,0.890442365562383,0.39299019929623,15.74,3,0.507798420805414,0.381514404526044,0.493857084134894,0.15
LARP4B,La-related protein 4B,0.28,Non-significant,0.294,0.890312620113918,0.393056746203954,15.41,6,0.507798420805414,0.415161006104546,0.52782717514409,0.28
RERE,Arginine-glutamic acid dipeptide repeats protein,0.33,Non-significant,0.294,0.889171757580261,0.393642235715638,13.4,1,0.508443813300465,0.396931131835688,0.508584128859196,0.33
TSPYL1,Testis-specific Y-encoded-like protein 1,0.27,Non-significant,0.293,0.887083622534268,0.394715431983364,14.92,3,0.509718727858046,0.408066234468641,0.52048456765487106,0.27
EED,Polycomb protein EED,0.54,Non-significant,0.291,0.884438698938069,0.396077699348518,15.24,4,0.511254744119804,0.418466888751103,0.531421364959272,0.54
MAD2L1BP,MAD2L1-binding protein,0.34,Non-significant,0.291,0.884522556458063,0.396034458635222,15.03,2,0.511254744119804,0.408571844207076,0.520904891655521,0.34
RFC2,Replication factor C subunit 2,0.06,Non-significant,0.29,0.882502894025839,0.39707679609248,17.97,9,0.512432585055442,0.421459723369147,0.534457175991265,0.06
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,-0.36,Non-significant,0.29,-0.881452466032451,0.397619665986278,13.97,1,0.513021274234802,0.405137828820995,0.517306977370269,-0.36
PAWR,PRKC apoptosis WT1 regulator protein,0.27,Non-significant,0.29,0.88121550809623,0.397742198691981,15.23,2,0.513067492840735,0.403614010094404,0.516029407460802,0.27
PDXP,Pyridoxal phosphate phosphatase,0.07,Non-significant,0.29,0.880991827716828,0.397857889414105,19.56,12,0.513104867406988,0.43480106329706403,0.54785304334087,0.07
CNOT3,CCR4-NOT transcription complex subunit 3,0.13,Non-significant,0.289,0.880080085820936,0.398329696001866,16.68,5,0.513601397089353,0.406373935214998,0.518661469945457,0.13
RAD9A,Cell cycle checkpoint control protein RAD9A,0.25,Non-significant,0.289,0.879632943761832,0.398561223448339,13.6,1,0.513787964955081,0.385394899067996,0.497573994716416,0.25
AKAP17A,A-kinase anchor protein 17A,-0.13,Non-significant,0.289,-0.878222171830866,0.399292321490274,16.62,3,0.514506242651993,0.37278683755934,0.484680228046279,-0.13
PPIL1,Peptidyl-prolyl cis-trans isomerase-like 1,0.09,Non-significant,0.289,0.87826422585728,0.399270514649066,19.38,2,0.514506242651993,0.177815900295766,0.270959338967821,0.09
ELAVL2,ELAV-like protein 4,-0.2,Non-significant,0.287,-0.875738462425281,0.400581689872009,15.73,1,0.516055270840992,0.365904149546204,0.477937053612558,-0.2
SENP1,Sentrin-specific protease 1,-0.3,Non-significant,0.286,-0.874108505566617,0.40142940674972,14.76,1,0.517034784444514,0.40156348008899,0.513851884015258,-0.3
TMEM106B,Transmembrane protein 106B,-0.13,Non-significant,0.286,-0.873886751138726,0.401544833354292,18.3,5,0.517070898576136,0.409047535020585,0.521286725116692,-0.13
AKIP1,A-kinase-interacting protein 1,0.45,Non-significant,0.286,0.872119484880231,0.40246553886704,14.18,1,0.518037290791153,0.416041907808397,0.528833505585883,0.45
C4B,Complement C4-B,0.12,Non-significant,0.286,0.871611576524178,0.402730415841133,16.44,1,0.518037290791153,0.194157499304675,0.289450723957109,0.12
SPRY1,Protein sprouty homolog 1,-0.27,Non-significant,0.286,-0.871679742791192,0.402694859803083,13.91,1,0.518037290791153,0.395894369217648,0.507695488222979,-0.27
SYS1,Protein SYS1 homolog,-0.13,Non-significant,0.286,-0.871905957990295,0.402576879711116,18.81,1,0.518037290791153,0.267991640134294,0.371795201564975,-0.13
TYMP,Thymidine phosphorylase,0.28,Non-significant,0.286,0.871606500435011,0.402733063653761,14.61,2,0.518037290791153,0.409875613901138,0.522004736860318,0.28
PRPF31,U4/U6 small nuclear ribonucleoprotein Prp31,0.05,Non-significant,0.285,0.870401658706375,0.403361877037612,19.08,13,0.518733368057281,0.44978303382152,0.560405603521148,0.05
EEF1B2,Elongation factor 1-beta;Elongation factor 1-beta;Elongation factor 1-delta,-0.09,Non-significant,0.285,-0.869615038013351,0.403772782216353,21.92,2,0.519148968355967,0.143140037155242,0.229964594039524,-0.09
IQGAP1,Ras GTPase-activating-like protein IQGAP1;Ras GTPase-activating-like protein IQGAP1;Ras GTPase-activating-like protein IQGAP3,0.11,Non-significant,0.285,0.869103427508295,0.404040185128298,18.24,1,0.519379920791688,0.111827209894433,0.1891420397754,0.11
ARMC10,Armadillo repeat-containing protein 10,0.07,Non-significant,0.284,0.868258146237821,0.404482253554074,17.16,7,0.519722365750153,0.412509126037361,0.52513263742751,0.07
KBTBD6,Kelch repeat and BTB domain-containing protein 6,0.48,Non-significant,0.284,0.868393738882766,0.404411318464211,14.31,2,0.519722365750153,0.422892802450997,0.535884653040783,0.48
SRP9,Signal recognition particle 9 kDa protein,0.15,Non-significant,0.284,0.867751687302344,0.40474728224611,20.68,3,0.519949993280554,0.392245625776458,0.50421841575479,0.15
SNRPA1,U2 small nuclear ribonucleoprotein A',-0.05,Non-significant,0.284,-0.86718753446826,0.405042642158798,20.52,16,0.52010358369219,0.460959817155612,0.569653140791511,-0.05
TMEM160,Transmembrane protein 160,-0.19,Non-significant,0.284,-0.867313103124937,0.404976888422911,17.76,2,0.52010358369219,0.391110483624857,0.503196506111824,-0.19
GORASP2,Golgi reassembly-stacking protein 2,0.05,Non-significant,0.283,0.866077892537546,0.40562402159131,20.7,7,0.520737109081314,0.396243542535154,0.507923102508775,0.05
BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,-0.17,Non-significant,0.283,-0.864833401238146,0.40627673289618,16.42,9,0.52124757666333,0.430079477537178,0.543408129102601,-0.17
KDM2B,Lysine-specific demethylase 2B,-0.2,Non-significant,0.283,-0.864719728894646,0.406336387626109,16.03,1,0.52124757666333,0.37527988281907,0.487386098911422,-0.2
PKN1,Serine/threonine-protein kinase N1,-0.19,Non-significant,0.283,-0.865086444630956,0.406143958396939,13.82,1,0.52124757666333,0.36942824874203,0.481477301278985,-0.19
WDR59,GATOR complex protein WDR59,-0.27,Non-significant,0.283,-0.864648027791742,0.406374019122518,13.53,2,0.52124757666333,0.413122831522655,0.525800773095192,-0.27
POLR3A,DNA-directed RNA polymerase III subunit RPC1;DNA-directed RNA polymerase III subunit RPC1;DNA-directed RNA polymerase I subunit RPA1,0.13,Non-significant,0.283,0.86399190545767,0.406718488122789,17.01,1,0.52157635332088,0.257753860902085,0.361748006394126,0.13
SNX15,Sorting nexin-15,0.11,Non-significant,0.283,0.86366126862184,0.406892150539879,16.86,7,0.521685992360664,0.424222226866024,0.537384482202155,0.11
EXOSC1,Exosome complex component CSL4,-0.11,Non-significant,0.282,-0.862579055544968,0.407460922570087,16.83,4,0.522075850768125,0.391567565636596,0.503565591365299,-0.11
QPRT,Nicotinate-nucleotide pyrophosphorylase [carboxylating],0.07,Non-significant,0.282,0.86265151826262,0.407422821819545,20.96,10,0.522075850768125,0.436291040946238,0.54865542522682,0.07
TRIM41,E3 ubiquitin-protein ligase TRIM41,-0.29,Non-significant,0.282,-0.862734603596863,0.407379138715649,13.97,2,0.522075850768125,0.416297066438383,0.529044188598778,-0.29
GPD1,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",0.07,Non-significant,0.282,0.861500086419752,0.408028530441311,19.24,15,0.522689936051361,0.448815371393864,0.559553424470606,0.07
MT-ND6,NADH-ubiquinone oxidoreductase chain 6,-0.12,Non-significant,0.281,-0.860437871952841,0.408587851623497,17.72,1,0.523293142436413,0.228582250596145,0.329526817122252,-0.12
ARL2BP,ADP-ribosylation factor-like protein 2-binding protein,-0.19,Non-significant,0.281,-0.859501674036175,0.409081251087823,17.92,5,0.523698347617189,0.426352198086721,0.539274466883098,-0.19
TMEM59,Transmembrane protein 59,-0.1,Non-significant,0.281,-0.859647203814013,0.409004526620494,17.51,4,0.523698347617189,0.391279596597904,0.503304646319522,-0.1
TMEM41B,Transmembrane protein 41B,-0.16,Non-significant,0.281,-0.859171946907715,0.409255122201774,18.35,3,0.523783415898551,0.401951338615774,0.514236988235575,-0.16
TYSND1,Peroxisomal leader peptide-processing protease,0.16,Non-significant,0.281,0.859039942183765,0.409324744822528,16.42,3,0.523783415898551,0.401411357917239,0.513768333289271,0.16
CRB3,Protein crumbs homolog 3,0.29,Non-significant,0.281,0.858740124314562,0.409482906337639,14.14,1,0.523872509578337,0.408262018067824,0.520622060540369,0.29
SRRT,Serrate RNA effector molecule homolog,0.04,Non-significant,0.281,0.858181891628765,0.409777499228918,20.42,18,0.52413607067391,0.49368016041095,0.598832617702253,0.04
EPDR1,Mammalian ependymin-related protein 1,-0.07,Non-significant,0.28,-0.856140879394091,0.410855820191342,21.07,5,0.525401748016462,0.378929890955271,0.49094113527093,-0.07
MAGOH,Protein mago nashi homolog,0.04,Non-significant,0.279,0.855949167832294,0.410957205684147,20.7,10,0.525417844864541,0.449104628488723,0.559678198561031,0.04
EIF6,Eukaryotic translation initiation factor 6,0.05,Non-significant,0.279,0.854277318536637,0.411842074813345,21.81,10,0.526321718503361,0.443507593089607,0.55492375307913,0.05
FAM78B,Protein FAM78B,-0.11,Non-significant,0.279,-0.854415453401002,0.411768914314305,17.24,1,0.526321718503361,0.130787048871804,0.214130317701844,-0.11
RAB23,Ras-related protein Rab-23,-0.07,Non-significant,0.279,-0.853442743567104,0.412284279579833,17.74,9,0.52654566852447,0.436337268205636,0.54865542522682,-0.07
RAB3B,Ras-related protein Rab-3B,0.51,Non-significant,0.279,0.853592089746224,0.412205123869972,13.69,1,0.52654566852447,0.428371674729197,0.541481563634407,0.51
ZBED1,E3 SUMO-protein ligase ZBED1,-0.3,Non-significant,0.279,-0.853574486159735,0.412214453497107,13.94,1,0.52654566852447,0.413252492432085,0.52585268768186,-0.3
GRN,Progranulin,-0.12,Non-significant,0.278,-0.852801336281126,0.412624352506962,20.59,7,0.526866269698683,0.431201350536386,0.54447682268967,-0.12
SFT2D1,Vesicle transport protein SFT2A,-0.14,Non-significant,0.278,-0.852552660892267,0.412756250987132,16.38,1,0.52692097887613,0.314083197663134,0.422692636402911,-0.14
MAOA,Amine oxidase [flavin-containing] A;Amine oxidase [flavin-containing] A;Amine oxidase [flavin-containing] B,-0.22,Non-significant,0.278,-0.852298908525524,0.412890871842077,20.8,1,0.526979139061598,0.390882545123199,0.503196506111824,-0.22
PKP2,Plakophilin-2,-0.03,Non-significant,0.278,-0.851888198836618,0.413108824982491,19.71,22,0.52714360953664,0.529897568731761,0.632137885924562,-0.03
NUSAP1,Nucleolar and spindle-associated protein 1,-0.26,Non-significant,0.278,-0.851190705543596,0.413479145835612,13.81,2,0.527502394547072,0.418706507257077,0.531421364959272,-0.26
ARMCX3,Armadillo repeat-containing X-linked protein 3,-0.07,Non-significant,0.278,-0.850870923645169,0.413649003296983,17.49,10,0.527605335742239,0.442131580957424,0.553670384026472,-0.07
RPL14,60S ribosomal protein L14,-0.06,Non-significant,0.278,-0.850644420468783,0.413769342864427,22.35,5,0.527645086579486,0.358548370698085,0.471241827947706,-0.06
CD74,HLA class II histocompatibility antigen gamma chain,-0.09,Non-significant,0.278,-0.850204212010253,0.414003290512265,18.91,4,0.527829663857159,0.373959040735483,0.485990697129772,-0.09
AFDN,Afadin (Fragment),0.13,Non-significant,0.277,0.848596529343488,0.414858451425532,16.08,1,0.528464468694268,0.282060703934927,0.386689801942299,0.13
BOD1L2,Biorientation of chromosomes in cell division protein 1-like 2,-0.11,Non-significant,0.277,-0.848662261161272,0.414823463801724,16.5,2,0.528464468694268,0.303619066067071,0.411666822621186,-0.11
PCSK1N,ProSAAS,0.19,Non-significant,0.277,0.848805910461537,0.414747009349641,15.77,2,0.528464468694268,0.403916631320105,0.516210248391744,0.19
PIP4K2A,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha;Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha;Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,0.1,Non-significant,0.277,0.848798416048198,0.414750997864307,17.24,2,0.528464468694268,0.248314088379678,0.351597706446265,0.1
ARPC1A,Actin-related protein 2/3 complex subunit 1B;Actin-related protein 2/3 complex subunit 1A,0.28,Non-significant,0.277,0.847730392172517,0.41531966428324,15.92,11,0.528638015842777,0.439398242452142,0.551603490771317,0.28
CCDC180,Coiled-coil domain-containing protein 180,-0.1,Non-significant,0.277,-0.847968531479524,0.415192821919451,17.93,2,0.528638015842777,0.287943269372962,0.393659964158923,-0.1
HK2,Hexokinase-2;Hexokinase-2,-0.08,Non-significant,0.277,-0.847897961561312,0.415230407497767,20.08,2,0.528638015842777,0.15294248942978,0.242356912146761,-0.08
HNRNPUL1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,0.05,Non-significant,0.277,0.847669580027682,0.415352059430974,19.45,16,0.528638015842777,0.46937340184751303,0.577517658293145,0.05
NQO1,NAD(P)H dehydrogenase [quinone] 1,0.05,Non-significant,0.276,0.84549501386998,0.416511594058836,22.73,12,0.529832336752684,0.458805189378117,0.567688821054715,0.05
SMYD2,N-lysine methyltransferase SMYD2,0.38,Non-significant,0.276,0.845406061630545,0.41655907226187,14.26,2,0.529832336752684,0.431966285263688,0.545210006379104,0.38
TBCC,Tubulin-specific chaperone C,0.15,Non-significant,0.276,0.845521823822187,0.416497284981265,17.01,6,0.529832336752684,0.434369495308683,0.547596722447669,0.15
C8orf33,UPF0488 protein C8orf33,0.17,Non-significant,0.276,0.844886088353229,0.416836680916898,15.43,1,0.530071489573455,0.356822598812569,0.469390688566912,0.17
DDX41,Probable ATP-dependent RNA helicase DDX41,-0.05,Non-significant,0.274,-0.842231784848934,0.418255736176823,18.18,10,0.53176175138768,0.452729914604278,0.56305781903968,-0.05
NT5DC3,5'-nucleotidase domain-containing protein 3,-0.07,Non-significant,0.274,-0.841573588559317,0.41860812804941,18.48,11,0.532095444397069,0.450227166888667,0.560722826032465,-0.07
GPATCH11,G patch domain-containing protein 11,0.32,Non-significant,0.274,0.841071408788376,0.418877124903919,14.57,2,0.53232301289873,0.430971208161373,0.544408193470234,0.32
QTRT2,Queuine tRNA-ribosyltransferase accessory subunit 2,0.1,Non-significant,0.274,0.840731809511609,0.419059100214311,17.37,7,0.532325610984989,0.435826469159714,0.54865542522682,0.1
RARS1,"Arginine--tRNA ligase, cytoplasmic",0.03,Non-significant,0.274,0.840844356879429,0.418998785456836,21.78,42,0.532325610984989,0.546090898727421,0.646890860414444,0.03
PICALM,Phosphatidylinositol-binding clathrin assembly protein (Fragment),-0.15,Non-significant,0.274,-0.840033134439204,0.419433655048245,15.86,1,0.532687043769149,0.336100758994059,0.446298965657057,-0.15
SNRNP200,U5 small nuclear ribonucleoprotein 200 kDa helicase,0.03,Non-significant,0.273,0.839784214534277,0.419567153785566,19.94,91,0.532742242263776,0.530926183472619,0.633109679082525,0.03
SPECC1L,Cytospin-A,0.1,Non-significant,0.273,0.839493780228823,0.419722953394312,16.97,6,0.53282572736197,0.428608058054726,0.541664647481805,0.1
SPTAN1,"Spectrin alpha chain, non-erythrocytic 1",0.11,Non-significant,0.273,0.83906827227025,0.419951281856995,16.99,2,0.533001230104641,0.306779161912848,0.414526672993451,0.11
STAG1,Cohesin subunit SA-2;Cohesin subunit SA-1,0.05,Non-significant,0.273,0.837751607561405,0.420658336888777,17.14,7,0.533784125964163,0.417371020980244,0.530193854937533,0.05
SLC35C1,GDP-fucose transporter 1,0.51,Non-significant,0.272,0.837274290366487,0.420914856245838,14.25,2,0.533995112437098,0.439983959108713,0.551681518551866,0.51
ZER1,Protein zer-1 homolog,0.38,Non-significant,0.272,0.836972094137191,0.421077316670918,13.56,3,0.534086705839619,0.439839899053067,0.551617779291437,0.38
HDAC6,Histone deacetylase 6,0.11,Non-significant,0.272,0.836034334064588,0.421581724211781,17.92,4,0.534611886446873,0.407396983677648,0.519855068453881,0.11
BAP1,Ubiquitin carboxyl-terminal hydrolase BAP1,-0.19,Non-significant,0.272,-0.835539207700685,0.421848209340575,14.96,2,0.534835194914974,0.41098984977638,0.523311155826736,-0.19
TPM1,Tropomyosin alpha-3 chain;Tropomyosin alpha-3 chain;Tropomyosin alpha-3 chain;Tropomyosin beta chain;Tropomyosin beta chain;Tropomyosin alpha-4 chain,-0.35,Non-significant,0.271,-0.83473773319652,0.422279816014763,17.9,4,0.535267710231224,0.442634486095054,0.554065634487928,-0.35
INTS7,Integrator complex subunit 7,0.07,Non-significant,0.271,0.834227035854975,0.42255498931134,17.59,10,0.535484391228369,0.449990759912704,0.560546384505993,0.07
NKRF,NF-kappa-B-repressing factor,-0.15,Non-significant,0.271,-0.834084601388685,0.422631757146609,16.53,6,0.535484391228369,0.440195110530052,0.551712448423283,-0.15
TMEM131,Transmembrane protein 131,-0.18,Non-significant,0.271,-0.833758936373766,0.422807315851921,15.28,3,0.535592140418715,0.424841237706982,0.53785976533059,-0.18
BLOC1S1,Biogenesis of lysosome-related organelles complex 1 subunit 1,0.1,Non-significant,0.271,0.833009179640579,0.423211679003142,16.77,3,0.535989620004621,0.356444326279761,0.469101663389089,0.1
EEF1A1,Elongation factor 1-alpha 1;Elongation factor 1-alpha 1,-0.06,Non-significant,0.271,-0.832778910719689,0.423335921058404,24.03,15,0.536032237299931,0.470188402804849,0.578039638353686,-0.06
RBM45,RNA-binding protein 45,-0.13,Non-significant,0.271,-0.83205472560424,0.423726816093519,16.22,3,0.536412402829557,0.404703027657178,0.51697491680646,-0.13
ARFGEF1,Brefeldin A-inhibited guanine nucleotide-exchange protein 2;Brefeldin A-inhibited guanine nucleotide-exchange protein 1,0.14,Non-significant,0.27,0.83136603844085,0.424098774845473,16.67,5,0.536768438665382,0.436365122717156,0.54865542522682,0.14
MAP3K5,Mitogen-activated protein kinase kinase kinase 5,-0.73,Non-significant,0.27,-0.830401175016958,0.424620264013132,15.37,2,0.537313537674444,0.44592222581106,0.557002704269378,-0.73
SLC19A1,Reduced folate transporter,-0.23,Non-significant,0.27,-0.830021212044252,0.424825744190672,14.44,2,0.537458612011163,0.426916801083364,0.539757844446638,-0.23
SP1,Transcription factor Sp1,0.49,Non-significant,0.269,0.829443060382806,0.425138530596373,13.67,1,0.537739351333634,0.440802106208566,0.552239267930571,0.49
KDM5C,Lysine-specific demethylase 5C;Lysine-specific demethylase 5C;Lysine-specific demethylase 5B,0.12,Non-significant,0.269,0.827602823317946,0.426135145380345,16.98,1,0.538884730757748,0.260159349018419,0.364115414205267,0.12
THUMPD3,THUMP domain-containing protein 3,0.1,Non-significant,0.268,0.827029072856819,0.426446189999527,16.5,5,0.53916284321094,0.426778601527735,0.539698436682968,0.1
SAMD4B,Protein Smaug homolog 2,-0.29,Non-significant,0.268,-0.826831940466489,0.426553095479127,12.89,2,0.539182795545822,0.435980789844027,0.54865542522682,-0.29
MPHOSPH6,M-phase phosphoprotein 6,0.15,Non-significant,0.268,0.826490335053914,0.426738391527027,15.43,4,0.53930180748941,0.432483174487055,0.545679880400891,0.15
ST3GAL4,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4",-0.27,Non-significant,0.268,-0.825651886356481,0.427193416895335,14.58,2,0.539761573301238,0.435191237622942,0.548227922719809,-0.27
C17orf75,Protein Njmu-R1,0.07,Non-significant,0.267,0.824025180677245,0.428077152675622,17.16,4,0.540762705461497,0.36634862766204,0.478306449663788,0.07
PITHD1,PITH domain-containing protein 1,0.11,Non-significant,0.267,0.82320023858044,0.428525782554758,16.76,5,0.541213885886127,0.434553906430698,0.547658245868038,0.11
VPS28,Vacuolar protein sorting-associated protein 28 homolog,0.29,Non-significant,0.266,0.822730174690673,0.428781558529672,15.42,3,0.541421357622721,0.444136929293673,0.555593702036081,0.29
PRMT3,Protein arginine N-methyltransferase 3,0.23,Non-significant,0.266,0.822319897262174,0.429004886062823,15.91,3,0.541509133414132,0.439276360803134,0.551603490771317,0.23
STARD3,StAR-related lipid transfer protein 3,-0.47,Non-significant,0.266,-0.822266223732719,0.429034108069199,15.75,2,0.541509133414132,0.447447690419517,0.558083470533786,-0.47
ORMDL1,ORM1-like protein 1,-0.13,Non-significant,0.266,-0.821005028641371,0.429721134715911,19.58,3,0.542144979555234,0.409704625797905,0.521899304810808,-0.13
YIPF5,Protein YIPF5,-0.1,Non-significant,0.266,-0.821157416304518,0.429638083767958,19.33,2,0.542144979555234,0.277344794387652,0.381905782730215,-0.1
