"Genes","ProtDesc","logFC","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val"
"ATP5ME","ATP synthase subunit e, mitochondrial",-0.02,"Non-significant",0.062,-0.228766019113737,0.823486687322196,21.56,5,0.866293084627831,0.803571810576416,0.850443411381991
"LIPA","Lysosomal acid lipase/cholesteryl ester hydrolase",0.02,"Non-significant",0.062,0.228692819563001,0.823542099211011,20.61,6,0.866293084627831,0.821099965170196,0.863724176695475
"ALDH5A1","Succinate-semialdehyde dehydrogenase, mitochondrial",-0.01,"Non-significant",0.062,-0.228122731852542,0.823973688874616,21.18,18,0.86659301760951,0.851598801630007,0.888070163772427
"C5orf51","UPF0600 protein C5orf51",0.05,"Non-significant",0.062,0.227092402512685,0.824753863525425,15.86,2,0.867143753509992,0.822018228201993,0.864384823923768
"DMTN","Dematin",0.02,"Non-significant",0.062,0.227044102126789,0.824790441905397,19.23,5,0.867143753509992,0.816660190590267,0.859665245992281
"SLC25A51","Mitochondrial nicotinamide adenine dinucleotide transporter SLC25A52",0.1,"Non-significant",0.062,0.22560299958608,0.825882004599625,14.91,2,0.867900529999606,0.831649885500373,0.87095086239039
"SNUPN","Snurportin-1",0.09,"Non-significant",0.062,0.225512860747989,0.82595029312621,13.86,1,0.867900529999606,0.829352808606969,0.869160568283287
"STX17","Syntaxin-17",0.05,"Non-significant",0.062,0.225570773614512,0.825906418586801,18.47,3,0.867900529999606,0.826525528906993,0.867272841734825
"FXR1","Fragile X mental retardation syndrome-related protein 1;Fragile X mental retardation syndrome-related protein 1;Fragile X mental retardation syndrome-related protein 1;Fragile X mental retardation syndrome-related protein 2",-0.03,"Non-significant",0.061,-0.224798345737392,0.826491658017036,19.12,1,0.868315188296662,0.566397316739188,0.651384435985573
"COA7","Cytochrome c oxidase assembly factor 7",-0.03,"Non-significant",0.061,-0.224268682507614,0.826893027938858,18.55,3,0.868428478224037,0.80762573835471,0.853408136983516
"USP30","Ubiquitin carboxyl-terminal hydrolase 30",-0.14,"Non-significant",0.061,-0.224450591941336,0.826755174147512,14.09,1,0.868428478224037,0.833169084594845,0.87223309864609
"CPNE3","Copine-3;Copine-3;Copine-2",-0.03,"Non-significant",0.061,-0.222188214252927,0.828470074239169,19.4,1,0.869915022046492,0.753037588589528,0.810573660484671
"KRT6A","Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6B;Keratin, type II cytoskeletal 6B",0.29,"Non-significant",0.061,0.222013547655658,0.828602512126758,17.25,14,0.869915022046492,0.837349224271279,0.876144183910373
"UBE2M","NEDD8-conjugating enzyme Ubc12",-0.01,"Non-significant",0.061,-0.221769374276745,0.828787661704296,19.45,7,0.869955046000412,0.827646001357396,0.867702901079073
"COPG2","Coatomer subunit gamma-2;Coatomer subunit gamma-2;Coatomer subunit gamma-1",-0.01,"Non-significant",0.06,-0.22049519297448,0.829754013574972,19.59,6,0.870506116723956,0.822193158716248,0.864384823923768
"HEATR3","HEAT repeat-containing protein 3",-0.03,"Non-significant",0.06,-0.220789070400048,0.829531107646207,16.32,7,0.870506116723956,0.836522325626743,0.875433781523424
"SEC11A","Signal peptidase complex catalytic subunit SEC11A",-0.02,"Non-significant",0.06,-0.220502711062271,0.829748310911391,20.98,3,0.870506116723956,0.704789027287527,0.771980132258478
"RALGAPA1","Ral GTPase-activating protein subunit alpha-1",-0.05,"Non-significant",0.06,-0.219833463332484,0.830255992952495,15.72,7,0.870878339000162,0.838398234969705,0.8770866966612
"ACAD9","Complex I assembly factor ACAD9, mitochondrial",0.01,"Non-significant",0.06,0.219249586360401,0.830698980499327,18.86,17,0.871188562143658,0.850562539803278,0.88714587484858
"LCAT","Phosphatidylcholine-sterol acyltransferase",0.06,"Non-significant",0.059,0.217674407422225,0.831894377214715,17.07,1,0.872287618284507,0.825508275880783,0.866666513198473
"NELFB","Negative elongation factor B",0.01,"Non-significant",0.059,0.217046835648114,0.832370763596054,18.5,9,0.872632496137111,0.839953937754986,0.878558856230555
"FAM83H","Protein FAM83H",0.04,"Non-significant",0.059,0.215197564434876,0.833774946543812,15.18,3,0.873949753534054,0.833686063248112,0.87261992503787
"YY1","Transcriptional repressor protein YY1",0.02,"Non-significant",0.058,0.213773719504971,0.834856511982565,18.54,4,0.874928441622536,0.824789329616944,0.86606538834844
"MYH10","Myosin-9;Myosin-9;Myosin-10;Myosin-10;Myosin-10;Golgin subfamily A member 4",-0.02,"Non-significant",0.058,-0.212855668578765,0.83555406242085,19.3,1,0.875504407179772,0.633751149478689,0.712638835322197
"C1R","Complement C1r subcomponent",-0.1,"Non-significant",0.058,-0.212312730472407,0.835966665922641,14.19,7,0.875724172713046,0.844198853786314,0.881440730166511
"CNTNAP1","Contactin-associated protein 1",0.13,"Non-significant",0.058,0.212190182991414,0.836059802544532,14.16,1,0.875724172713046,0.842082709887871,0.880163115069163
"HSD3B7","3 beta-hydroxysteroid dehydrogenase type 7",0.05,"Non-significant",0.057,0.211564968556724,0.836535009364447,16.49,6,0.876066840780431,0.843983406944472,0.881371305840177
"DCXR","L-xylulose reductase",-0.02,"Non-significant",0.057,-0.210284907884831,0.837508159083451,22.74,8,0.876930769296899,0.843465821884168,0.880986278568159
"RARS2","Probable arginine--tRNA ligase, mitochondrial",-0.01,"Non-significant",0.057,-0.209865953146914,0.837826726246344,18.36,18,0.877109118754355,0.86048123184436,0.894967032663575
"B4GALT4","Beta-1,4-galactosyltransferase 4",-0.03,"Non-significant",0.056,-0.208027642288781,0.839224912053399,16.48,3,0.878228645049263,0.829133457463405,0.869084617858454
"MIA3","Transport and Golgi organization protein 1 homolog",-0.01,"Non-significant",0.056,-0.207822243453829,0.839381171020216,18.46,29,0.878228645049263,0.879643254350566,0.910575426170801
"NDUFS3","NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",-0.01,"Non-significant",0.056,-0.207988603395316,0.839254610673546,21.05,18,0.878228645049263,0.861853373940806,0.895921717077961
"PCLAF","PCNA-associated factor",0.09,"Non-significant",0.056,0.20767944328139,0.839489811796287,13.87,1,0.878228645049263,0.842612684329034,0.880561507095531
"SMAP1","Stromal membrane-associated protein 1",-0.03,"Non-significant",0.056,-0.207045842363236,0.839971890689649,17.17,3,0.878577634295678,0.83203802650504,0.87120315038583
"METTL2B","tRNA N(3)-methylcytidine methyltransferase METTL2B",0.11,"Non-significant",0.056,0.205193808009775,0.841381416777786,15.41,1,0.879896402098649,0.846756043138984,0.883642946605533
"NRDE2","Nuclear exosome regulator NRDE2",0.04,"Non-significant",0.056,0.204968124551153,0.841553217561529,15.23,3,0.879920549268699,0.840338260170631,0.878690316301072
"ACTR1A","Beta-centractin;Alpha-centractin",-0.01,"Non-significant",0.056,-0.204130714144858,0.842190769209152,19.75,6,0.879965174185158,0.829932713837334,0.869614285067382
"ARHGEF7","Rho guanine nucleotide exchange factor 7",0.03,"Non-significant",0.056,0.204243736755063,0.842104713941095,16.77,3,0.879965174185158,0.831019889921414,0.870445156428573
"BORCS5","BLOC-1-related complex subunit 5",-0.02,"Non-significant",0.056,-0.204299943863587,0.842061918729344,16.13,3,0.879965174185158,0.818158839497157,0.861089621719082
"ESD","S-formylglutathione hydrolase",-0.01,"Non-significant",0.056,-0.204288885821684,0.842070338106798,20.89,14,0.879965174185158,0.857251090640425,0.892391749352462
"MRPS10","28S ribosomal protein S10, mitochondrial",-0.04,"Non-significant",0.055,-0.203352367671734,0.842783460004053,17.28,5,0.880428978256353,0.848107507012547,0.88474120574634
"DYNC1H1","Cytoplasmic dynein 1 heavy chain 1",0.01,"Non-significant",0.055,0.203008183207871,0.843045580294197,20.67,181,0.880547343089278,0.875781197777759,0.90721242073722
"MAMDC2","MAM domain-containing protein 2",0.08,"Non-significant",0.055,0.20077065319618,0.844750100394622,14.21,1,0.88201629504764,0.847588410269194,0.884355602814816
"S100A8","Protein S100-A8",0.21,"Non-significant",0.055,0.200905492482676,0.844647357880799,15.14,5,0.88201629504764,0.852498828374808,0.888852082377751
"DYNLT1","Dynein light chain Tctex-type 1",0.02,"Non-significant",0.055,0.200549695587221,0.844918468427722,17.8,3,0.882036446310309,0.830295076661014,0.869839937783856
"COPS7A","COP9 signalosome complex subunit 7a",0.02,"Non-significant",0.054,0.199938683046871,0.845384097767091,18.21,10,0.882366855968932,0.854002781094555,0.889949710415019
"CBWD1","COBW domain-containing protein 2",0.06,"Non-significant",0.054,0.199268428188871,0.845894944854102,15.79,5,0.882744336631697,0.852673036807177,0.888877089286129
"RDH14","Retinol dehydrogenase 14",0.01,"Non-significant",0.054,0.197448201187675,0.847282639645769,18.95,7,0.884036568292015,0.841099143902041,0.879290394782399
"CYP4F2","Cytochrome P450 4F2;Cytochrome P450 4F2;Cytochrome P450 4F2;Cytochrome P450 4F11;Cytochrome P450 4F11",0.04,"Non-significant",0.053,0.196744095324972,0.847819578436562,17.68,1,0.884440840199072,0.822381347344187,0.864384823923768
"PARP4","Protein mono-ADP-ribosyltransferase PARP4",-0.04,"Non-significant",0.053,-0.196431312770958,0.848058127006322,15.13,5,0.884533745372185,0.853694288057239,0.889784939657334
"ATAD3B","ATPase family AAA domain-containing protein 3B;ATPase family AAA domain-containing protein 3B;ATPase family AAA domain-containing protein 3A",0.01,"Non-significant",0.053,0.194311623703746,0.849675162028644,19.81,10,0.886064140592789,0.858868663614175,0.893761147134202
"GNL1","Guanine nucleotide-binding protein-like 1",0.01,"Non-significant",0.053,0.194100739552257,0.849836077927899,18.49,16,0.886075783806058,0.868384994161847,0.900812414175254
"LRRC1","Protein scribble homolog;Leucine-rich repeat-containing protein 1",0.01,"Non-significant",0.052,0.193601374737542,0.850217148693621,18.26,12,0.886259331791007,0.862729048818542,0.896516997165317
"NDUFV1","NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",0.01,"Non-significant",0.052,0.193329931701233,0.850424306739316,20.33,22,0.886259331791007,0.881731360137337,0.912417708627601
"RWDD4","RWD domain-containing protein 4",-0.03,"Non-significant",0.052,-0.193281244740753,0.850461464578222,16.93,3,0.886259331791007,0.845700177762338,0.882696763418549
"NDUFB2","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial",0.03,"Non-significant",0.052,0.193055236339238,0.850633958961182,19.87,1,0.886282996156597,0.801292781893646,0.849229695587445
"POLR3D","DNA-directed RNA polymerase III subunit RPC4",-0.03,"Non-significant",0.052,-0.191511620863145,0.851812298212648,16.84,3,0.887354466289479,0.843044094611145,0.88085677340882
"CCDC167","Coiled-coil domain-containing protein 167",0.05,"Non-significant",0.051,0.189384171479835,0.853436937858154,17.02,2,0.88886041126109,0.854384122942501,0.890033601311757
"CSK","Tyrosine-protein kinase CSK",-0.02,"Non-significant",0.051,-0.189225199129422,0.853558366872657,17.94,7,0.88886041126109,0.857709791431008,0.892712196287999
"PTPN2","Tyrosine-protein phosphatase non-receptor type 2",0.07,"Non-significant",0.051,0.188930085585796,0.853783796188703,15.39,3,0.888938715827653,0.859055631110526,0.893798517545452
"NDUFS7","NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",-0.02,"Non-significant",0.051,-0.1877254919963,0.854704095094645,20.47,2,0.889706002744037,0.81006854873244,0.854868915356972
"PSMD10","26S proteasome non-ATPase regulatory subunit 10",0.02,"Non-significant",0.051,0.187571882327266,0.854821467906008,16.87,4,0.889706002744037,0.840376626660093,0.878690316301072
"DUSP11","RNA/RNP complex-1-interacting phosphatase",-0.03,"Non-significant",0.049,-0.183929335259286,0.857605806271454,15.55,2,0.892446984823812,0.844351275917884,0.881444336557184
"RGPD3","RanBP2-like and GRIP domain-containing protein 3",0.08,"Non-significant",0.049,0.183652414696244,0.857817566360117,14.06,1,0.892510381598877,0.860856290500301,0.895064711340622
"TMEM179B","Transmembrane protein 179B",-0.1,"Non-significant",0.049,-0.182983332936569,0.858329259136172,14.47,1,0.892885764118975,0.863236636948256,0.896729491015245
"ICMT","Protein-S-isoprenylcysteine O-methyltransferase",-0.02,"Non-significant",0.049,-0.182639206697069,0.858592462780494,18.45,2,0.893002566755526,0.81263854719076,0.856956386335364
"SMC6","Structural maintenance of chromosomes protein 6",-0.03,"Non-significant",0.049,-0.181764151909974,0.859261826449027,15.93,6,0.893384682322771,0.865007054997997,0.898410873165377
"SPECC1L","Cytospin-A",-0.02,"Non-significant",0.049,-0.181932099664921,0.859133347597056,17.02,6,0.893384682322771,0.862306619251209,0.896235423521764
"MAT1A","S-adenosylmethionine synthase isoform type-2;S-adenosylmethionine synthase isoform type-1",-0.01,"Non-significant",0.048,-0.179191128750767,0.861230704593519,19.96,11,0.895054289085284,0.872707109586014,0.904517337829961
"MTSS2","Protein MTSS 2",-0.07,"Non-significant",0.048,-0.179072547135779,0.861321467306339,13.68,1,0.895054289085284,0.862907673217035,0.896545162849025
"RPA3","Replication protein A 14 kDa subunit",-0.02,"Non-significant",0.048,-0.179181557228607,0.861238030586232,17.95,5,0.895054289085284,0.860877686706013,0.895064711340622
"MAPK14","Mitogen-activated protein kinase 14",-0.02,"Non-significant",0.048,-0.178540630536877,0.861728623711301,17.37,5,0.895320152150969,0.856624921191101,0.892210818286877
"ATP5MD","ATP synthase membrane subunit DAPIT, mitochondrial",0.01,"Non-significant",0.047,0.175353192764323,0.864169334119349,20.68,4,0.897561540697332,0.801175502430415,0.849229695587445
"ZC3HC1","Nuclear-interacting partner of ALK",-0.01,"Non-significant",0.047,-0.175327124421651,0.864189301563749,17.87,7,0.897561540697332,0.867363464248998,0.900067809399759
"TOM1","Target of Myb protein 1",-0.01,"Non-significant",0.047,-0.174884272156776,0.864528526234049,18.98,9,0.897756281103346,0.871079855316969,0.903291185403173
"INSR","Insulin receptor;Insulin receptor;Insulin-like growth factor 1 receptor",-0.02,"Non-significant",0.046,-0.172791030484364,0.866132336043178,18.51,1,0.899263911627915,0.776908113816496,0.830526704508077
"RMC1","Regulator of MON1-CCZ1 complex",0.02,"Non-significant",0.046,0.171792059702393,0.866897956199471,15.92,4,0.899743063819026,0.866137732351347,0.899269514357417
"TLE1","Transducin-like enhancer protein 1;Transducin-like enhancer protein 1;Transducin-like enhancer protein 3",-0.02,"Non-significant",0.046,-0.171881365584701,0.866829505513131,16.99,3,0.899743063819026,0.859749139973706,0.894362809638611
"MEN1","Menin",0.03,"Non-significant",0.046,0.171109473904666,0.867421178719121,15.62,3,0.899996079725209,0.866070676593281,0.899269514357417
"SMG8","Protein SMG8",0.03,"Non-significant",0.046,0.171077169527657,0.867445942652166,16.82,10,0.899996079725209,0.874413872403411,0.906113289494042
"CLDN1","Claudin-1",0.04,"Non-significant",0.046,0.170825353572876,0.86763898519358,15.87,2,0.900038547578964,0.866654757977684,0.899648456658589
"TBC1D10A","TBC1 domain family member 10A",-0.05,"Non-significant",0.046,-0.170071623573358,0.868216850095433,14.19,1,0.900480123052529,0.866817264968199,0.899659315351137
"GRAMD1A","Protein Aster-A",-0.07,"Non-significant",0.045,-0.168708531913151,0.869262101911355,13.78,1,0.901406213986942,0.871294002567254,0.903354934850261
"NID1","Nidogen-1;Nidogen-1",-0.03,"Non-significant",0.045,-0.168441260867598,0.869467082725704,15.34,1,0.901460789992639,0.856845469723184,0.892283464335108
"UBR2","E3 ubiquitin-protein ligase UBR2",-0.04,"Non-significant",0.043,-0.163818448465788,0.873014084738775,16.14,4,0.9049797371057,0.876959567496333,0.90811511390896
"CNNM3","Metal transporter CNNM3",0.01,"Non-significant",0.043,0.163128611977186,0.873543637923185,18.93,16,0.905370065789365,0.889674562544198,0.918363844042396
"BAZ2A","Bromodomain adjacent to zinc finger domain protein 2A",0.05,"Non-significant",0.043,0.161445147055056,0.874836223264298,16.09,5,0.906550951498223,0.880470139987559,0.911271964020707
"FNBP1","Formin-binding protein 1",0.02,"Non-significant",0.042,0.160066623822808,0.875894956849998,16.57,4,0.907489136697853,0.876198208287868,0.907485523969774
"AKAP9","A-kinase anchor protein 9",-0.02,"Non-significant",0.042,-0.159602969539484,0.876251110191473,15.84,9,0.907664197452992,0.882434331763792,0.912985476664864
"GOLGA7","Golgin subfamily A member 7",0.01,"Non-significant",0.042,0.159447263097648,0.876370721657756,17.28,6,0.907664197452992,0.872720885866359,0.904517337829961
"ARPP19","cAMP-regulated phosphoprotein 19",-0.02,"Non-significant",0.041,-0.157308964644552,0.878013659191084,18.06,1,0.909206654083591,0.843228886705909,0.880894301313359
"SMG1","Serine/threonine-protein kinase SMG1",-0.02,"Non-significant",0.041,-0.155786226158786,0.879184007110939,15.9,7,0.91025927735353,0.884426401219664,0.914524237320597
"TMED9","Transmembrane emp24 domain-containing protein 9",0.01,"Non-significant",0.041,0.155387254261139,0.879490699665059,20.96,6,0.910417506983582,0.867515078081262,0.900067809399759
"INPP1","Inositol polyphosphate 1-phosphatase",-0.02,"Non-significant",0.039,-0.151668075551219,0.882350652460763,16.84,4,0.913218263181797,0.88280590603781,0.913210235319182
"NDUFA10","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",0,"Non-significant",0.039,0.150860668280416,0.882971762515558,20.94,13,0.913701279958824,0.904671317742384,0.930137304445124
"BECN1","Beclin-1",-0.04,"Non-significant",0.038,-0.148658225626653,0.884666443781507,16.8,4,0.915216076052594,0.888714658743852,0.917878274705423
"FBXO6","F-box only protein 6",-0.05,"Non-significant",0.038,-0.148556197675416,0.884744964512563,14.24,1,0.915216076052594,0.884539836096971,0.914524237320597
"SEMA4C","Semaphorin-4C",0.09,"Non-significant",0.038,0.148183598493,0.885031727967034,13.95,2,0.915352689106964,0.889886198430696,0.918363844042396
"GNL3L","Guanine nucleotide-binding protein-like 3-like protein",-0.03,"Non-significant",0.038,-0.14754515910572,0.885523130219418,18.9,8,0.915700867093376,0.891080779439543,0.919334257697852
"COL2A1","Collagen alpha-1(II) chain",0.05,"Non-significant",0.038,0.146384421432031,0.886416671316426,14.11,5,0.916464694072915,0.891737312165252,0.919715822918214
"SHTN1","Shootin-1",-0.01,"Non-significant",0.038,-0.146009361613079,0.886705429624301,18.11,14,0.916603079505065,0.90141397847844,0.927594175766423
"INTS9","Integrator complex subunit 9",-0.02,"Non-significant",0.038,-0.14578588769337,0.886877490275071,16.92,3,0.916620805232768,0.875366974596416,0.90694210973332
"MINDY1","Ubiquitin carboxyl-terminal hydrolase MINDY-1",-0.05,"Non-significant",0.038,-0.145389040594838,0.887183052312678,14.09,2,0.916776479310883,0.889564002078453,0.918363844042396
"NXT1","NTF2-related export protein 1",-0.1,"Non-significant",0.038,-0.144553608759991,0.887826376269413,14.2,2,0.917154551707842,0.892848863361342,0.920541335512992
"OMA1","Metalloendopeptidase OMA1, mitochondrial",-0.06,"Non-significant",0.038,-0.14451134049939,0.88785892718988,14.89,1,0.917154551707842,0.889960838556549,0.918363844042396
"SLC5A9","Sodium/glucose cotransporter 4",0.05,"Non-significant",0.037,0.143894148045736,0.888334253784238,15.12,4,0.917485386566824,0.89327184367401,0.920768397063651
"ABHD2","Monoacylglycerol lipase ABHD2",-0.04,"Non-significant",0.037,-0.142724643080208,0.88923506663466,14.41,2,0.917728428974901,0.89121198278771,0.919334257697852
"CTBP1","C-terminal-binding protein 1",-0.01,"Non-significant",0.037,-0.142637479556048,0.889302211065852,20.31,8,0.917728428974901,0.886306817757114,0.916030994003291
"INTS3","Integrator complex subunit 3",-0.02,"Non-significant",0.037,-0.142581835721282,0.88934507550145,17.17,13,0.917728428974901,0.895765753949708,0.922744771260519
"MT-CYB","Cytochrome b",-0.03,"Non-significant",0.037,-0.143122521775396,0.888928581478509,18.08,2,0.917728428974901,0.886074121102056,0.915950484724121
"SMYD2","N-lysine methyltransferase SMYD2",-0.03,"Non-significant",0.037,-0.142832728643631,0.889151806657329,14.46,2,0.917728428974901,0.888017906917092,0.917478951497893
"CAPN1","Calpain-1 catalytic subunit",-0.01,"Non-significant",0.036,-0.139961880108948,0.891363739699818,19.53,26,0.919616891077266,0.91010887187941,0.93435576758947
"DHRS2","Dehydrogenase/reductase SDR family member 2, mitochondrial (Fragment)",-0.03,"Non-significant",0.036,-0.139803274902146,0.891485970461247,18.86,2,0.919616891077266,0.886783021224022,0.916363104537642
"BABAM1","BRISC and BRCA1-A complex member 1",-0.05,"Non-significant",0.036,-0.139168324918583,0.891975330972046,15.16,1,0.91996130963249,0.893380322383373,0.920768397063651
"TLK1","Serine/threonine-protein kinase tousled-like 1",0.06,"Non-significant",0.035,0.136767505700155,0.893826085489005,14.36,3,0.921709471564734,0.898147459903287,0.924876178254047
"INTS8","Integrator complex subunit 8",-0.02,"Non-significant",0.035,-0.135843918950904,0.894538242029941,16.57,4,0.922283111707817,0.89617149531289,0.923002043127305
"FKBP14","Peptidyl-prolyl cis-trans isomerase FKBP14",0.04,"Non-significant",0.035,0.135279662560328,0.894973375335504,18.51,1,0.92257098638679,0.895067904212259,0.922186451196924
"CD37","Leukocyte antigen CD37 (Fragment)",-0.13,"Non-significant",0.035,-0.133848469004796,0.896077220645072,14.71,1,0.923436520724991,0.900807897037838,0.927293028318178
"MAPKAPK2","MAP kinase-activated protein kinase 2;MAP kinase-activated protein kinase 2",0.02,"Non-significant",0.035,0.13378633520238,0.896125148217492,14.58,1,0.923436520724991,0.878786040815153,0.909847244707482
"ATXN7L3B","Ataxin-7-like protein 3B",0.02,"Non-significant",0.034,0.132622627394684,0.8970228669997,17.32,1,0.924200644965562,0.854166754850414,0.889963847235411
"ACAT1","Acetyl-CoA acetyltransferase, mitochondrial",0,"Non-significant",0.034,-0.13144045750817,0.89793498322531,22.08,21,0.924657378305631,0.920479887951472,0.942950051421202
"SREBF2","Sterol regulatory element-binding protein 2",-0.07,"Non-significant",0.034,-0.131588798494166,0.897820520561261,14.37,2,0.924657378305631,0.901968003716149,0.928002900015381
"TBC1D17","TBC1 domain family member 17",0.04,"Non-significant",0.034,0.131683933858754,0.897747113631056,15.54,3,0.924657378305631,0.901134498152674,0.927467877121129
"PBK","Lymphokine-activated killer T-cell-originated protein kinase",-0.05,"Non-significant",0.034,-0.130220146447509,0.898876690379398,14.59,3,0.925458151521614,0.902777043217121,0.928512387400609
"VRK3","Inactive serine/threonine-protein kinase VRK3",-0.05,"Non-significant",0.034,-0.13002742483613,0.899025427572459,14.67,2,0.925458151521614,0.902398820270919,0.928284739141695
"ECI1","Enoyl-CoA delta isomerase 1, mitochondrial",-0.01,"Non-significant",0.033,-0.128924547373398,0.899876676085214,21.31,6,0.926098454406814,0.889826633067228,0.918363844042396
"SLC25A40","Solute carrier family 25 member 40",0.02,"Non-significant",0.033,0.128815990695499,0.899960472002566,16.33,2,0.926098454406814,0.888469908326227,0.917785692661712
"NCKIPSD","NCK-interacting protein with SH3 domain",-0.01,"Non-significant",0.033,-0.128300721912547,0.900358230278407,16.87,3,0.926346661199327,0.883092031997355,0.913346539648374
"SNAPIN","SNARE-associated protein Snapin",-0.01,"Non-significant",0.033,-0.127365921942438,0.901079916224682,17.95,4,0.926928001443227,0.892673290006246,0.920520714006092
"TYK2","Non-receptor tyrosine-protein kinase TYK2",0.03,"Non-significant",0.033,0.127150909102054,0.90124592415068,18.05,1,0.926937620928137,0.89425750012731,0.921511951977237
"ALG9","Alpha-1,2-mannosyltransferase ALG9",0.02,"Non-significant",0.033,0.126475831921909,0.901767172532679,17.75,4,0.92731254081958,0.900424339032997,0.927059476954627
"EIF4E2","Eukaryotic translation initiation factor 4E type 2",0.02,"Non-significant",0.032,0.125279431257692,0.902691070719173,16.72,4,0.928042294948538,0.904261573941146,0.929877603929399
"SNX33","Sorting nexin-33",0.05,"Non-significant",0.032,0.125150673781991,0.902790510347099,14.91,3,0.928042294948538,0.90656506226946,0.931275255807013
"CEMIP","Cell migration-inducing and hyaluronan-binding protein",0.01,"Non-significant",0.032,0.124099448089967,0.903602439276407,19.87,41,0.928715586798419,0.914396741654077,0.938017600618443
"SMC5","Structural maintenance of chromosomes protein 5",-0.01,"Non-significant",0.032,-0.123029097701244,0.904429258553774,16.23,6,0.929403946311685,0.904950146747583,0.930262338135068
"ARPC1B","Actin-related protein 2/3 complex subunit 1B;Actin-related protein 2/3 complex subunit 1B;Actin-related protein 2/3 complex subunit 1A",-0.01,"Non-significant",0.032,-0.122284250632178,0.90500470493278,19.16,1,0.929833797375804,0.824430060362716,0.865841793959211
"LSM1","U6 snRNA-associated Sm-like protein LSm1",-0.02,"Non-significant",0.031,-0.120864236784126,0.906101923466915,17.81,4,0.930799493255857,0.906013389665101,0.931004807179981
"USP28","Ubiquitin carboxyl-terminal hydrolase 28",-0.03,"Non-significant",0.031,-0.120199937598279,0.906615286129584,14.95,3,0.931165187993187,0.9089089226125,0.933358919662992
"MMGT1","Membrane magnesium transporter 1",-0.02,"Non-significant",0.031,-0.119488012820979,0.907165503100713,17.27,1,0.931406955031566,0.857095791798125,0.892387084298699
"SLC37A3","Sugar phosphate exchanger 3",0.06,"Non-significant",0.031,0.119508087846916,0.90714998724691,14.31,1,0.931406955031566,0.910195478179095,0.93435576758947
"TAF12","Transcription initiation factor TFIID subunit 12",-0.08,"Non-significant",0.03,-0.117893819602546,0.908397773936508,15.41,1,0.932510344965704,0.912074079150737,0.935959473870085
"STX6","Syntaxin-6",0.01,"Non-significant",0.03,0.11637807395159,0.909569641995448,17.48,5,0.933551356754044,0.906144445588898,0.931004807179981
"OSBPL9","Oxysterol-binding protein-related protein 9",-0.02,"Non-significant",0.03,-0.115654734488974,0.910128957205294,17.99,4,0.933963413073834,0.910814569705554,0.934829108230314
"MASP1","Mannan-binding lectin serine protease 1",0.03,"Non-significant",0.03,0.115277308578054,0.910420818480874,15.79,3,0.934100916065776,0.912317986535996,0.936047429570572
"CYTH1","Cytohesin-1",0.02,"Non-significant",0.029,0.112588512591896,0.912500448530955,17.33,2,0.936072322114712,0.907054398026885,0.931616190440041
"GSS","Glutathione synthetase",0,"Non-significant",0.028,-0.110981440632769,0.913743757044974,20.41,23,0.937185267886134,0.929157405555778,0.948615575853311
"NDUFA2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2",-0.01,"Non-significant",0.028,-0.110146676564414,0.914389666896326,21.08,6,0.937685209536492,0.914885194522527,0.938355988211092
"TECR","Very-long-chain enoyl-CoA reductase",-0.01,"Non-significant",0.027,-0.107718412272483,0.916268936784634,20.63,11,0.939449540626353,0.922126792167841,0.943820139985663
"TEX2","Testis-expressed protein 2",-0.05,"Non-significant",0.027,-0.106797604185157,0.916981705284993,15.23,1,0.940017454984633,0.91889993274905,0.941657586088696
"SARS2","Serine--tRNA ligase, mitochondrial",0,"Non-significant",0.026,-0.105572786801252,0.917929916630301,19.19,19,0.940826488255931,0.932582338287325,0.951394775111396
"AFG1L","AFG1-like ATPase",-0.01,"Non-significant",0.026,-0.104537584748953,0.918731439088043,16.73,8,0.94109950638097,0.922399859363168,0.943936348642661
"CTU1","Cytoplasmic tRNA 2-thiolation protein 1",0.02,"Non-significant",0.026,0.104695702840091,0.918609007349212,16.61,1,0.94109950638097,0.905284357033149,0.930444248838829
"G6PD","Glucose-6-phosphate 1-dehydrogenase",0,"Non-significant",0.026,-0.104407080616735,0.918832490850577,21.69,28,0.94109950638097,0.933916923544855,0.952263731968793
